"Cherry Hill, NJ",1/5/2019,4.0,"We stop here spur of the moment after going to Shady Brook Farms Light Show and I am glad we did. The space is really tight and we had to wait 45 minutes but it was worth it. Great atmosphere, used to be a bank and they kept a lot of the elements. The beer was very good, I had the Everything Is Going To Alright IPA and the Zing Pale Ale and would recommend both. We wanted to start with the Pork Belly Fries but they came after our Sausage Pizza. However they were worth the wait, they are a must get. Sausage pizza was good but not great. They do have a plain kids cheese pizza on the menu as well which we got for our son and he loved. Not in our usual stomping grounds but if we are ever back in the area we will be back."
"McLean, VA",7/24/2018,3.0,"Beer 5 stars, bar and food 3Had double ipa, bold and fresh. 2nd I had hop and harvest, a little light but crisp. The best in the area.Food I had pork belly sandwich. Was okay but not impressive. Meat was a little hard to chew. Bread was good. The sides, the chip is so small, I had to ask another; salad was small but good. Maybe the pizzas would have been better, but I didn't try that.Bar is good except the sign is small and a little hard to find, and bar has no TV. It pretty much guaranteed no one will come when there's big games. I left as fast as I can thinking about my sports to watch.Bottom line is, really good beer; perhaps not other things. Go there with friends, drink a little and go somewhere else."
"Bordentown Township, NJ",12/5/2018,5.0,Outside deck is great. Service and food are exceptional. A 5 star experience. Worth the trip.
"Bucks County, PA",5/5/2019,2.0,"Nick the waiter was great. However the food tonight was terrible.  The place used to be really good. The cauliflower lettuce wrap had no flavor. My aunts burger was underwhelming, sub par and not hot for $16.50. I'm used to paying similar price but for a great burger this was not that. The spinach artichoke pizza came out par cooked. Soggy, wet. The lemon ricotta overpowered the vegetables on the pie. The table next to us  ordered a mushroom pizza and the crust looked opposite of ours. Very crispy.  I don't know what's going on maybe the chef had the night off but that's no excuse. Consistency is key.  I don't know what else to say just disappointed. The servers were very nice about it and apologized but honestly it's not their fault. Oh and one other thing the hostess didn't smile and  seemed to not want to be there. When  my mom mentioned the soggy pizza on the way out she just shrugged. Weird."
"Jersey City, NJ",11/20/2018,5.0,"LOVE this place! They have stepped up their game seriously from the early years. My husband and I go there all the time... food is great, beer is great, service is great!"
"Oak Ridge, NC",11/4/2018,4.0,"Great brews and food in a former bank. We had the Italian sausage pizza which was light, fresh hot, with just the right balance of spice. Beers we had were the pale ale and stout both outstanding. Good service, great lunch"
"Seaside Heights, NJ",2/24/2019,5.0,"Great food, great beer. This is one of my favorite spots in Yardley. I enjoy the unique beer flavors and the food menu offers a creative variety of options. I have never had something that I didn't like. Some of my favorites include the chicken sandwich, waffle grilled cheese, buffalo cauliflower, and pretzel braid. The s'mores are perfect for dessert too."
"Newark, NJ",4/7/2018,5.0,What a great place from the minute we walked in we knew we were going to enjoy!  The beer is so nice loved the coffee stout and the buffalo cauliflower app was amazing as was the pork belly fries.  We look forward to a return with friends.
"Myrtle Beach, SC",8/19/2019,5.0,"Absolutely solid. Tried 2 beers...the IPA and the Pale and both were flavorful. My wife had an Old Fashioned from their pre-mix beverage selections and it was great. The awesome smells from the kitchen permiate the whole restaurant, and finally - the service could not have been friendlier. This was a perfect stop before heading to the airport for a bite (both the pretzel and the pork belly fingerling fries) were perfect and the beverages. Would ho out of my way to return."
"Fairless Hills, PA",11/21/2015,5.0,"My husband John is very traditional when it comes to pizza. He's a plain or pepperoni man. On our first visit to The Vault, I spotted a pizza topped with duck confit, gala apples, candied bacon, and blue cheese (no tomato sauce). This sounded heavenly to me, but I couldn't convince John to share one. (The menu at The Vault seems to beg for folks to come in parties of two or more, order several items, and share them.) Tonight, John was out of town and I was on my own, so I decided to head up to The Vault and order that duck and apple pizza. Wowee. It was every bit as awesome as anticipated, especially since it was prepared in a wood-fired oven. And hey, I have half of it in a take-away box for later! There was a brief wait for a table on Saturday at approximately 5:30, so I relaxed with an IPA. Once seated, service was quite swift and attentive. Looks like I waltzed in at a good time for a solo bite. The place was absolutely packed by the time I departed."
"Asbury Park, NJ",5/27/2019,5.0,"First time here and it was really good. They have a duck confit pizza that will blow away any pizza you compare it to anywhere. They have the whole local brew beer thing there so if you like local beers this place has some great ones. Parking can be hard sometimes around the place. There is a lot across the street, don't park there until you talk to the friendly older guy who is in charge of towing away cars from that lot. Just tell him you are going to the vault and he will say Park right there and you are good to go"
"Woodbridge Township, NJ",1/7/2017,2.0,"This was a YELP find.  We were in the area at Washington Crossing State Park and wanted to check out a local brewery and enjoy a drive along the river.  Score! Or so we thought...Located in a cute downtown with plenty of minicipal parking was The Vault brewpub.  Originally we were only stopping in for the beer but I thought the food looked amazing.  I would find out later that looks are deceiving.  For beer the husband had the Oatmeal Stout and I enjoyed the Sweet Potato Ale on nitro, both really good.  I had the Saison Noel to wrap things up and really liked that as well. The problem here is not the beer. It's everything else. After a wait we were finally seated. The place had emptied out a bit but our server still took a while to make his way over to us. We ordered our food and waited, and waited...  My burger was good enough but the minimal amount of overly salted sweet potato chips weren't worth it. They were actually recommended by our server (I was going to order the salad) and he said they were great. What came out were these stale overly salted practically inedible chips. I ate a few and couldn't torture myself to eat any more. Things really went south with the pizza though. The husband had the Margarita Pizza and hated it. I tried it to see how bad it was, and it was BAD. The sauce was watery and caused the cheese to slide off as he tried to eat it. They had to have added water to the sauce for some reason- probably to extend the use of the sauce. Maybe they were running out? I don't know, but I do know for $14, it was unacceptable for the pizza to be that gross and unedible. M would have complained and sent it back for something else, but the server never came back. We were really hungry at this point (after a 40 minute wait to be seated plus 20 minutes to get our food) so M tried to eat it. I think he stomached 2 pieces of this watery flavorless disgrace of a pizza before giving up in despair. M even had to get up to find us silverware and napkins, as the server forgot and since he never came back, we couldn't tell him.Our server never returned. I mean he became a total ghost. M finally flagged someone else for the check. At this point we just wanted to leave. This place has earned itself the newest spot on the duece list. The beer was great but the food and service was very disappointing.Skip it!"
"WSHNGTN XING, PA",3/5/2019,5.0,"Yardley is lucky to have this place. Outstanding fresh beer on tap, with a nice rotation of different styles of brews (IPAs, saisons, ports, stouts, etc.), outstanding tapas, and great decor and atmosphere. The outside deck is great in the spring and summer. They are even accommodating to dogs!  One of my favorites in Bucks."
"Plymouth Meeting, PA",12/10/2017,1.0,"Ugh, Vault...  You BLEW IT!  For a few years now, we've been going to shady brook farms for holiday lights and events.  Afterwars, we'd go to the Vault for some christmas Jazz music, food, and drink...   We went again this year, but brought a few friends with us.  They've never been there, but we told them it was our favorite microbrewery with great food.  When we arrived, we had an hour wait. It's a Friday night, so that is to be expected, no problem.  Eventually we were seated downstairs at a long table.  We couldn't hear the jazz music, but we would be able to hold some nice conversations.  We sat for about twenty minutes while the ""waiter"" made us wait.  He glanced at our table occasionally, but avoided coming over.  Eventually my wife went to the hostess stand and then magically he came over to us.  The ""waiter"" apologized and told us he didn't know people would be eating at that table, because no one has been eating there all day...  Hmm...  There was a ton of food, including and entire hamburger bun on the floor beneath our bench.  No one ate there today?  When was the last time you cleaned?  Also, if people were just drinking there and no one was waiting on them, why didn't this bar ask them politely to move, so they could turn a profit off of their tables?  It didn't add up, but we finally had ""service"".The menu we were given differed from the one upstairs.  We asked if they had the butternut squash soup and our ""waiter"" told us they did.  They didn't.  Ok, whatever.  Eventually, some food runners brought us our first two dishes.  Politely, the two people who received their food before everyone else waited to eat.  They did pick at their food a bit.  Suddenly the runner came back to our table and asked if we ate the food yet.  We said no, but we picked at it and ate some garnishes.  She said it was for a different table.  We all looked at each other and she reached in and took it away from us...   (side note, half of our table work/worked in the food industry, so whenever we go out to eat and people mess up, they all talk about it)...   They took our food and gave it to some other table...  You can't do that.  McDonald's won't even do that.  McDonald's also has classier staff than this place...  So I don't know.  We should have walked out then.  Oh, why didn't we just leave...  I wanted to, but everyone was hungry...  When we saw our food come down into the room, we made sure they didn't give it to someone else first...  The food was alright, but not at the temperature I would have expected mine.  Maybe it sat for a bit, who knows?  Our ""waiter"" comes back to see if we need anything else and eventually brings the check.  Ugh, almost everyone at our table wants to split the check.  I hate that...  Of course, ""waiter"" doesn't get it right, but who can blame him?  Service isn't really his specialty. From our car ride through Shady Brook Farms, I paid and everyone wanted to give me $6.  Since my check had someone elses money, they gave me some more to cover their food and the $6.  The other two then could just add $6 to their tip and I'd be slightly over 20%, but this place really didn't deserve it. I paid cash and told the ""waiter"" we were good, while everyone else used a card.  The ""waiter"" came back and handed me my change of just $2.00 even.  We were good and where was the cents?  Now I was mad, that this scumbag was most likely angry that I left him $2.53.  What was this passive agressive approach to giving me the $2.00?  I also hate when bartenders keep the coins for themselves.  I take that as a sign that they are tipping themselves.  He kept glaring at our table too.  I fought internally for a bit, but then realized, this guy didn't really do anything.  He didn't bring the food, all he did was bring over a drink for me personally.  I'll just tip him what he did for us.  He can have the $2.53.  Those horrible runners that gave our picked at food for people don't really deserve it either.  My tablemates could just pay me the $6 and we'll figure it out later.  The ""waiter"" did ask me about the $2 tip.  I called him out about the change and he was shocked that someone would care about the 53 cents.  I told him he tipped himself.  My wife was kind of mad that I didn't tell him it was because the service was horrible, but it really wasn't about that.  We've always tipped the proper amount, even when we had a bad waiter.  Hoping they would split it with the people that actually made the experience worthwhile.  Not this place.  We knew we were never coming back.  We even ordered food we had before and it tasted not as fresh.  Again, maybe sitting a bit...  It's sad too, because hopefully if there is a competent manager, those horrible people won't be there again when we return.  They don't belong in the service industry.  We just don't have a desire to ever return.  My advice to you, is if you want a beer, just go to the Jason Sudeikis looking bartender.  He has always been great."
"Cranbury, NJ",2/23/2019,5.0,What a nice place to grab a bite and beer. Everything on the menu is delicious and a nice selection on tap
"Princeton, NJ",10/17/2018,5.0,"Came here on a Saturday afternoon and could not have pictured a better spot to go. This is literally one of my favorite brewing + food spots I've ever been to. The beers was EXCELLENT!!!! Got the sampler of Chaotic Neutral, Kuzcotopia IPA, Vital Signs and the Sweet Potato Ale. Wow so rich and flavorful. The darker Chaotic Neutral and Vital Signs was insanely good. Also ordered the Pretzel Braid starter with beer cheese and the Brown Sugar Buffalo pizza. The pretzel was amazing with the homemade beer cheese (no surprise there) and the pizza was the perfect thin crust and combo of hot sauce, cheese, meat and brown sugar (though I couldn't really taste the sugar). Had the best time just relaxing in their setup. Will absolutely be back!!!"
"Philadelphia, PA",12/27/2016,3.0,"The Vault. It used to be a bank. Now it's a brewery, hence the name. It's one of Yardley's prized gems. It's intriguing and everyone seems to speak highly of it, so I had to check it out. Food 3/5The food is subpar at best. The ingredients are cultivated locally from what I was told and the menu is concise but varied. That's not necessarily a bad thing however. And it's seasonal, like the brews they offer. I wasn't floored by the food to be perfectly honesty. It's fresh but dull. I had the burger and it was ""meh"". I've ordered the pizza before and it was good. But I honestly can't speak more on it. It's average at best. Where the food lacks, the brews will make up for it, any one of them is great. Service 5/5Whoever my server was, he did an amazing job. Super attentive and even though I took awhile to decide on what I wanted to eat, he made sure I was fully taken care of. I appreciated the patience and dedication. He even made an accommodation for the person I came with. What she wanted on the menu, wasn't there anymore but a variation of it did. But he had kitchen make it for her. I truly appreciate that as well. Ambience 4/5As I've mentioned earlier, it used to be a bank. It's a bit cramped inside and there is limited spacing but that's fine. It has this jazz feel to it, beautiful wooden floors, contemporary decor. You'll notice, there isn't any music being played or Tv's to watch. It's simply about you, the company you bring, and their food/service. I can appreciate that. All in all, if you're in the area and you want a great brew, stop by. The food is good, nothing exceptional or game changing, but you'll be satisfied. Call ahead though, it can get busy very quickly."
"Stony Brook, NY",10/6/2018,5.0,Great ambience. Went there twice. Definitely try their pizzas and beer samplers. They have an outside seating which is super nice.
"Yardley, PA",7/9/2019,5.0,Great beer and food.  Usually very crowded but that is because the beer and food is so good.  Not a place for a quiet meal.
"Philadelphia, PA",8/27/2018,4.0,"This is one of our go-to places in the area.  As a piece of advice, they do not take reservations and they are generally very busy, it is definitely a better place for a small party or date night/lunch. If you're a beer fan this small brewery really packs a punch! Try the flights to start - which are very generous - and pick your favorite.  They have a wider variety and all are delicious.  If you're not a beer fan they also offer very tasty cocktails! You can't go wrong with any of the food or pizzas.  My personal favorites are the harvest beets, pork belly fries, the brisket sandwich and the duck and apple pizza! The food ranges from somewhat adventurous to simple so every palate will be pleased! I've never had anything come out poorly done.  This place is also special thanks to its atmosphere.  Inside its almost like a speak-easy, very cool and laid back.  It's fun to be in the old bank! I can't recall which days they have it, but they also have live music some nights! There is also a small outdoor patio where you can sit when its nice, and you can bring your furry friends.  In sum, a wonderful, cool place to eat that is a little different from the rest of the places in the area!"
"Ewing Township, NJ",1/29/2019,4.0,The food is great! Our server was really good for about 50% of our visit!  The other 50% he was MIA. We had empty wine and water glasses for a majority of our dinner and would've enjoyed having something to drink!  The food came out pretty quick and was delivered by someone other than our server and we asked them for water refills and they told us that they were not our server.
"Hollywood, FL",12/29/2018,1.0,The rudest hostess staff I have ever encountered. Making fun of customers and putting friends in front of waiting guests. Not worth the wait and the obnoxious staff! I would never visit this awful establishment again
"Morrisville, PA",10/21/2018,5.0,Love the selection of beer and their pizza is out of this world. Had the duck pizza - outstanding ! Great at atmosphere and pretty good parking across the street.
"Yardley, PA",11/14/2017,3.0,"Always good but there is better.I think what the Vault has brought to the Yardley area is great but I do think this place is a bit overrated. The food is good but I repeat good, I am not overly impressed with what I have gotten there. With that said I haven't tried the entire menu and who knows there may be something on it that would surprise me."
"Ann Arbor, MI",9/16/2018,5.0,"Loved the brewery - really cool how they turned a bank into a brewery. You can see the actual vault, the tellers and the older checks that people wrote back in the day. Friendly and hip atmosphere. Loved the coriander sea salt beer - nice and refreshing for a hot summer night. Definitely try it if you're in the area!"
"Buffalo, NY",11/11/2016,5.0,"Friends from the area took us here and it was the best place to be on a Friday afternoon! The decor and environment was so welcoming while not being too busy. One waitress even let us see inside the actual ""vault"" in the dining room! It was so cool to learn about the history of the building while enjoying their beers. We loved their blonde beer the most and even bought a 1 liter growler to go. I would recommend this to anybody in the area!"
"Conshohocken, PA",12/9/2017,1.0,"Update:We came to Vault yesterday after seeing the Christmas lights at shadybrook farms, as it is becoming tradition to go to both places every Christmas season now. We were excited to come here again as the first couple times we had a great experience. We brought our friends along with us as well. We arrive and were told it was an hour wait. We said that's fine and we just hung out and drank at a table by the bar. We were supposed to get a text when our table was ready, but we didn't get any cell phone service here so my husband had to keep going outside with my phone to check if they texted us. The hostess said she would come get us when it was ready. An hour later it's ready and she leads us to a big table in the basement area of the restaurant. I was kind of disappointed because the main reason I came here was to listen to Christmas jazz music, and all you could hear in the basement was regular music. I didn't even  hear any Christmas jazz music while we were waiting upstairs for our table either, just regular jazz. I don't know if it was still too early in December or what, but I think they should be playing it after Thanksgiving. Anyway, so we're all sitting at our table and multiple servers had eye contact with us but no one came over to our table to take our order or at least check on us. After sitting there for 15-20 minutes I got annoyed and went to the hostess to tell her no one came to our table yet. I also said I would like a table upstairs to listen to the jazz. She said I would have to wait longer so I said no we already waited a long time. Eventually our waiter comes over and says sorry he didn't see us because no one was sitting there all night they don't normally use that table. That was a lie because there was food left on the ground from whoever ate there before us. I noticed the menu we got was different from the one upstairs. I wanted the butternut squash soup. It was listed on the menu we were looking at upstairs but ours downstairs said tomato bisque. We asked our waiter and he said they still had it. 10 minutes later he comes over to us and says there's no more butternut squash soup left they just ran out. My cousin and I were extremely disappointed. Well maybe if we got service faster we could have got it. The night keeps getting worse, the next thing that happened was very disturbing and gross. A food runner brings my pizza and my friend's grilled cheese out. We both poked at our food. A few minutes later someone comes back and said that wasn't our food, they got the wrong table. They asked if we touched it. We both said yes. My friend said she ate a carrot off the salad, and I touched my pizza trying to find the best slice. They took it away from us anyway and gave it to a table across from us. I work in food service and you are not allowed to re serve anything if it hits another table, whether they touched it or not. We both said we touched it and yet they still served it to another table. The logical thing to do would be just let us keep the food, and give the next table our order but I guess no one has common sense here. We are both getting over colds as well, so I guess the other table will catch our cold that we had. So that means the food that we ate could have been given to a different table as well, gross. Our food was decent overall. I asked for a Togo box but our waiter forgot it. We asked again and he brought it but didn't bother clearing my dinner plate. I had to try to eat dessert while trying not to get my shirt dirty from my pizza plate. The dessert I got was nasty, I got the black and white. It was a spiced custard with chocolate mousse. It had a bad mouthfeel to it, it was grainy and there was too much nutmeg in it. We each got separate checks. My husband and I were not satisfied with our service at all so we didn't leave a great tip. My husband gave him the money and said we didn't need change. Our waiter took  53 cents from us and gave us the remaining few dollars back, to hint that he wanted a bigger tip than that. He even confronted my husband about it as we were leaving. My husband said when places keep the change like that and use it towards their tip then that's what they get. He was a scumbag. I don't know what happened to this place. We were sad, because we loved going to this place before. My husband said this was one of his favorite microbreweries. Maybe they got new management. It seemed like a lack of communication and poor management/ discipline. We probably won't come back, maybe just for drinks but probably not. This place is 45 minutes away from us and parking is a pain too. We can probably just find other places closer to us."
"Newtown, PA",1/2/2018,4.0,"UnBELIEVABLE food and beer selection!!! My boyfriend and I ordered the buffalo cauliflower (amazing!!) to start, and then had their house burger and the Duck and Apple pizza - MUST try if you love duck because they did a fabulous job with it. The only reason I took off a star was because of how abysmal our server (Emma) was - she never came back for our check (another server had to help us leave because we were only out for lunch and left hanging for 30 minutes) and she was quite rude to us all afternoon. I'm a server, I get it - but we actually left without getting dessert and more beer, which we were planning on, because our waitress made us feel like we were a burden and very unwelcome. And... never came back to our table?Maybe just stick to the bar top!"
"Philadelphia, PA",11/6/2018,5.0,Coolest restaurant in the area. I think I go here too much. The menu is great. And the vaults are real.
"Richboro, PA",9/21/2018,3.0,Their beers are good and they have a nice selection. Everything we have gotten has tasted good but 2 times my husband and I both got mildly sick after eating here. We just left there after some beers and the hummus plate and the bell peppers were slimey! It's worth coming for a cool beer but I think the food quality is questionable (although tasty)
"Ewing Township, NJ",6/22/2018,4.0,The food here is absolutely amazing. The beer is really good too. Both are rather pricey though so I am not able to come very often. It really is delicious and quick service every single time. It's a treat to stop by.
"Moorestown, NJ",9/1/2018,4.0,More like 4 and a half stars. A top notch gastropub housed in an old bank vault. Good beer brewed on premises and even better food. The cauliflower bites with pickled celery was the best we've ever had and the hummus board was really good too.  The pizzas taste as good as they look. The only demerit was for a slightly salty fig and prosciutto salad. Looking forward to a return visit.
"Washington, DC",12/27/2017,5.0,This brewery is housed in a memorable building with a beautiful ceiling and the heavy old bank vaults lining the walls. There was ample room for a large group while still feeling intimate for a table of two. The beer was unremarkable but fun to try a flight as they only serve their own beers.
"Mt Laurel, NJ",4/11/2018,5.0,"We came here strictly for the beer and we weren't disappointed! Parking wasn't the easiest, but we were able to snag a spot in the back lot after a few times circling around the block. It was a Saturday afternoon and the inside was crowded. The hostess told us there was another bar downstairs where we might be able to find a seat instead of waiting for a table, so we ventured down and she was right. We ordered a flight of all 7 beers for $14.50 and enjoyed them all. The Mosaic Imperial IPA was our favorite. The Chinook Pale Ale was a close second which we wound up getting a crowler of to take home. I highly recommend both beers!The bartenders were friendly and attentive. The couple next to us had a delicious looking pizza and they said it was amazing. We'll be back next time we're in the neighborhood and will try their food."
"New Hope, PA",9/30/2016,4.0,"The beer is good. If you've never been, get a Sampler. That way you can try everything on tap. As for the food... I'm a big fan!The Buffalo Cauliflower is the BOMB dot com. I would pick these over wings, any day of the week. The pickled celery it's served with adds a nice sweet crunch. The Hummus Board Trio and the Antipasta Board are another great choice for an appetizer, especially to share with the table. The Hummus selection is always different which I love. And those Pork Belly Fries... order them because they are incredible.I have had their salads... the Kale & Couscous as well as the Buffalo Chicken. Both were fresh, flavorful and filling! The pizzas are great too. I have had the Margherita, the Wild Mushroom and the Italian Sausage. Between the Arugula and the Truffle on the Wild Mushroom, it is full of flavor. The Italian Sausage pizza had a nice spiciness to it. You can't go wrong with anything you order!Don't forget about dessert... my server suggested the Black and White. It's a Chocolate Mousse with a Vanilla Custard. I was not disappointed. Although the glass it was served in wasn't ideal in my opinion. Nonetheless it was delicious!Seasonal right now is the Sweet Potato Ale. My opinion is, it should be on tap 365 days a year. It's probably my favorite beer offered at Vault. Another seasonal must have is the Harvest Beet Salad. Beets over Frisee topped with Goat Cheese... how can you go wrong?"
"Langhorne, PA",10/6/2017,3.0,"not bad! this place is pretty cute, the vault door interiors are fun.  the food here is pretty good, we ordered the pork belly fries (MUST GET. potato wedges smothered in fat, with sliced pork belly, and fresh mozzarella melted on top, and paprika/buffalo parsley/garlic aioli on the side.  pretty good portion that you can share with 3 people. really filling) and the small portion of the antipasta board (DONT GET. don't really recommend it.  its just prosciutto, salami, mozzarella, and provolone cheese, and a couple olives. the spread isnt amazing. you can just make this at home. wish they provided a different variety of cheese than just a typical store bought mozzarella and provolone.  the cheese board would be more ideal, but the cheese on that board doesn't seem appealing either.  the pita bread that came out with is was pretty good. it was warm and huge portion for bread. you can fill yourself up with the bread from this board).beer - it was aite.  not the best beer ive ever had, but their chardonnay saison was pretty crisp and fresh.  ipa could be betterwine - the list is all local wine, but not worth to get a glass for a $15 bottle you can just get yourself.  BUT they give you a hefty pour in a huge glass which is nice.  the rose is a typical rose you would get at any pizza place too, more juicy and dark than a light rose.i would come here again to try the other food."
"Morrisville, PA",6/9/2019,4.0,"Good service and very high quality pizza ingredients, made with thought and care. Too bad their pretty bird coffee across the street doesn't match the care put into this restaurant."
"Sea Isle City, NJ",5/6/2019,4.0,"Was dying to go to a decent brewery on a nice Friday afternoon and came across Vault Brewing. Though we had about 3 different waitresses, things came to us pretty fast with our water, flights of beer and those amazing pork belly fries. We had ordered a pizza with our fries which never had came out even after we ordered more beers. After probably 45 minutes and our beers were done, we politely let one of our three waitresses know our pizza had never came but we were full and ready for our check. She left and came back with a free pizza to go (odd how there was ironically a pizza ready?) and our beers comped off. Though that had happened when it wasn't terribly busy, the comped check, awesome beers and amazing fries made up for the 45 min + wait for the pizza. Would definitely come back again!"
"Pittsburgh, PA",7/17/2016,4.0,"A lovely drive along the Delaware River near the Pennsylvania - New Jersey border led us to the beautiful small town of Yardley, PA.  It was here that we found Vault Brewing Co, or as my friend called it the entire drive, ""the Yardley Brewery.""  It's a beautiful building that used to be a bank.  That theme is incorporated into not just the interior design but also the name of the brewery itself.  How clever.We sat in the bar area at a high table between the bar and the kitchen.  We ordered a flight of 4 that included Opal Blonde, Hefeweizen, 5Cs IPA and Telemetry.  I enjoyed all the beers (maybe the IPA a little less) and then went for a full pint of Telemetry on nitro.  I have to admit, it was a beautiful sight.  We weren't necessarily hungry, but still ordered up some nachos (I believe they had pork belly on them) that went well with the beers.My only real concern was the bathrooms....downstairs.  That always makes me nervous after a few beers.Despite the fact that I now first refer to it as ""the Yardley Brewery"" before correcting myself, Vault Brewing made a positive impression with some fantastic beers and a cool atmosphere.  I would strongly recommend checking it out to see if it grabs your interest."
"Freehold, NJ",6/9/2017,4.0,"This place is well done. The atmosphere is great and I liked the eclectic mix of people. They brew their own beers and the two I tried had a nice mix of flavors. The menu was fresh and interesting. We started with the Buffalo cauliflower. It was very good. The staff is super pleasant and knew the menu items and beer well enough to answer all our questions. Additionally, the staff is a house pool so they really work as a cohesive group. I would have given a 5 except the parking situation isn't the best. We had trouble on a Thursday night at 8pm, I can only imagine what the weekend is like."
"Phoenix, AZ",11/1/2016,4.0,Pretty good beer.  The IPAs were very good.  The NZ style IPA was especially nice.  I didn't love the Sweet Potato Ale or the Pale.  For food I tried the Buffalo Brown Sugar pizza because where else am I going to get that?  It was good. Not too heavy on the buffalo and a nice crust.  It could have used more mozzerala though.  The service was great and you can tell this is a popular local spot.
"East Windsor, NJ",10/23/2019,1.0,"Had dinner here today with my boyfriend and our 4.5 month old. They were very accommodating with giving us a seat where it would be easy to have the baby in his carrier. The servers were very nice and attentive. Boyfriend ordered a flight and thought everything he tasted was awesome. I got water. When the waitress refilled my glass one time, she poured a dead fly out of the pitcher into it. Yak. The food came out very quickly, like too quick... weirdly fast. It was obviously heated up. I had the crab cake sliders and sweet potato creme brûlée. Both tasted excellent, but the creme brûlée was cold in the middle and hot on the edges, adding to why I thought they just microwaved it. Not long after we left, I started feeling odd. I definitely have food poisoning. My stomach is in one big, terribly painful cramp. If I wanted to feel like I'm in labor again, I would get pregnant again. No thanks."
"Johnson City, NY",7/2/2018,4.0,"First time checking this place out. In town for a visit and wanted to hit up a brewery type place and the Vault was recommended. Very cool place with many of the old bank features still present. Beer was decent, we wanted to eat dinner so we waited for a table and were seated rather quickly.  Ordered the buffalo Cauliflower and it was awesome. The pickled celery!! Wow I loved it! We split a pizza and got the Artichoke pizza which was very good. We would have stayed longer but the area we were seated in was near the kitchen and it was so freaking hot we just got the bill and left. Granted it's 95+ degrees outside but I thought it was too hot inside to even enjoy our meal. That was the only thing I didn't like about it--will have to go back when the weather is more agreeable and see if that helps at all."
"Yardley, PA",5/13/2019,4.0,"Ive been here 5 or 6 times. Very cool atmosphere, even cooler beer. One of the few, hard to find good spots in Yardley. A bit pricey, but worth it!"
"Langhorne, PA",1/6/2019,5.0,"Located on the Main Street of Yardley Pennsylvania, Vault Brewing Company features a premium menu serving an eclectic mix of different appetizers and entrees. It offers a very welcoming environment for families or provides an intimate setting for a romantic date. Definitely a must if you live locally or are currently staying in the area !!"
"Staten Island, NY",10/8/2017,4.0,Came for lunch yesterday and the place was super nice from the look on the outside and when you walked it was just and nice. Great ambience. Service was good... wasn't sure who our waitress was wee us like 2-3 or 3 I guess they all share the the tables. Had the pork belly fries they were really good for an appetizer. My wife did the crab cake sliders there were 3 she like them a lot but took em off the bread . I did the burger it was really good and had great taste to it. Good food and good service My only grip is when you looked around a lot of dusk and webs on the lights and up high I mean it shows neglect. Just needs to be dusted and cleaned I was worried some would fall into people's food. But like i said it was a good meal.
"Philadelphia, PA",6/3/2018,3.0,"Set in an old bank, the restaurant itself has a great vibe. The beers, which are made onsite, are small in selection but solid in quality. Unfortunately, the quality of the food just doesn't live up to the wonderful descriptions on the menu. The food isn't bad per se, it just isn't all that good. Overall a solid place to go, but felt a bit disappointing in the end."
"Pittsburgh, PA",1/1/2017,4.0,First time at Vault was great. Pretty busy for a Thursday night. We waited after getting on the list before arriving. The benefit of the wait was the opportunity to begin sampling various offering from this brewery. The Oatmeal Stout and Noel Saison were memorable and perfect for a late December evening.The meal was stellar! The fingerling potatoes with pork belly and cheese are outstanding - as was our server Sam!  I recommend the cheddar waffle grilled cheese with the grassfed burger add on. The variety on the Menu and on tap make me eager to return. The end.
"Philadelphia, PA",7/24/2017,5.0,"TL;DR Great beer, great food.We came in here for a little birthday brewery touring and I'm happy that we did. I had never had their beer before, and we did flights to get through the whole menu without puking ... really solid stuff. Everything was a 4/5 for me.As for the food, it was delicious. We had the duck/apple pizza and the brown sugar buffalo pizza, and both were fantastic. Very flavorful, nicely sized, and a nice thin crispy crust just how I like it. We also had a cherry cordial s'more for dessert, which wasn't half bad.The space is great, too (really cool design) and the town of Yardley is shockingly hip. Great place all around!"
"Langhorne, PA",11/21/2017,4.0,"Harvest beat salad was insanely good and the size was large. It was more lettace than beats but still great. Next is a Wild Mushroom Pizza, it was ok. Ill order something else next time. A bit pricy but worth a second try the next time I need to ear lunch out. Ill try their craft sodas next time as well."
"Princeton, NJ",7/10/2016,4.0,"This place is so cool. First off I'm not a big beer drinker so please skip this review if you're looking nice for specific reviews of the beer. We went early July on a Friday night (expecting a wait, they don't take reservations). It was only about a half hour, but we shared a flight of beers (5 beers - see picture for which ones), and they were good! Some more citrus flavors, grapefruit, and a chocolatey stout one too. Good!We sat down for dinner and decided to order some apps and pizza for dinner -there were 4 of us, and we ordered the buffalo cauliflower (SO good) and the fig & arugula salad (also very good!).  For pizza we ordered 3, and all were spectacular- I'm listing them in order of preference: spicy sausage pizza, farm fresh pizza, and duck and goat cheese pizza. All great- and the atmosphere was really the best- had the old bank vault doors, wine displayed in a wall as well, the safety-deposit boxes as you walked in- very cool to see reg architecture like that!Live music was playing while we're were there - it was a bit noisy but perfect for a Friday night."
